,N,beta,effectiveBeta,effectiveBetaPct,graph_scale,meanDegree,p,rep
300,10000,0.15,0.15618475406638524,1.0412316937759016,100,12.817,1.0,5
301,10000,0.15,0.16074184151239387,1.0716122767492926,100,12.817,0.75,5
302,10000,0.15,0.15147928251488932,1.0098618834325954,100,12.817,0.5,5
303,10000,0.15,0.1445586676930851,0.9637244512872339,100,12.817,0.25,5
304,10000,0.15,0.13931409530080327,0.9287606353386885,100,12.817,0.1,5
305,10000,0.15,0.14877321034659902,0.9918214023106602,100,12.817,0.05,5
306,10000,0.15,0.12610862386003077,0.8407241590668718,100,12.817,0.01,5
307,10000,0.15,0.1440627929785598,0.9604186198570654,100,12.817,0.005,5
308,10000,0.15,0.1251889427072592,0.834592951381728,100,12.817,0.001,5
309,10000,0.15,0.13063475488706797,0.8708983659137864,100,12.817,0.0,5
310,10000,0.15,0.14965027423161847,0.9976684948774566,80,12.1794,1.0,5
311,10000,0.15,0.1481223787547879,0.9874825250319194,80,12.1794,0.75,5
312,10000,0.15,0.14520250678071325,0.9680167118714217,80,12.1794,0.5,5
313,10000,0.15,0.1508966428866485,1.0059776192443235,80,12.1794,0.25,5
314,10000,0.15,0.13660385163440542,0.9106923442293695,80,12.1794,0.1,5
315,10000,0.15,0.15039764872259995,1.0026509914839996,80,12.1794,0.05,5
316,10000,0.15,0.14135858927392295,0.9423905951594863,80,12.1794,0.01,5
317,10000,0.15,0.14315050887758266,0.9543367258505511,80,12.1794,0.005,5
318,10000,0.15,0.14147244216114513,0.9431496144076342,80,12.1794,0.001,5
319,10000,0.15,0.13362990641767175,0.8908660427844783,80,12.1794,0.0,5
320,10000,0.15,0.15379905490951581,1.0253270327301054,50,10.568,1.0,5
321,10000,0.15,0.1583722123828833,1.055814749219222,50,10.568,0.75,5
322,10000,0.15,0.14404380364683755,0.9602920243122504,50,10.568,0.5,5
323,10000,0.15,0.1497581510709382,0.9983876738062547,50,10.568,0.25,5
324,10000,0.15,0.13152142867859698,0.8768095245239799,50,10.568,0.1,5
325,10000,0.15,0.1288683864484945,0.8591225763232967,50,10.568,0.05,5
326,10000,0.15,0.13318740471511348,0.8879160314340899,50,10.568,0.01,5
327,10000,0.15,0.13604960470662464,0.9069973647108309,50,10.568,0.005,5
328,10000,0.15,0.12485888689873764,0.8323925793249176,50,10.568,0.001,5
329,10000,0.15,0.12628039062800875,0.8418692708533917,50,10.568,0.0,5
330,10000,0.15,0.15296841067021114,1.0197894044680742,30,8.5128,1.0,5
331,10000,0.15,0.1558872875788872,1.039248583859248,30,8.5128,0.75,5
332,10000,0.15,0.1493634946697648,0.9957566311317655,30,8.5128,0.5,5
333,10000,0.15,0.1231503926749245,0.82100261783283,30,8.5128,0.25,5
334,10000,0.15,0.1296332972006412,0.8642219813376081,30,8.5128,0.1,5
335,10000,0.15,0.13349658241436035,0.8899772160957358,30,8.5128,0.05,5
336,10000,0.15,0.11964765697857033,0.7976510465238023,30,8.5128,0.01,5
337,10000,0.15,0.11953944322627992,0.7969296215085329,30,8.5128,0.005,5
338,10000,0.15,0.1273736589963127,0.8491577266420847,30,8.5128,0.001,5
339,10000,0.15,0.11703448332020494,0.7802298888013663,30,8.5128,0.0,5
340,10000,0.15,0.15752452432909123,1.050163495527275,10,4.141,1.0,5
341,10000,0.15,0.15254584220918244,1.0169722813945496,10,4.141,0.75,5
342,10000,0.15,0.1353760926397343,0.9025072842648953,10,4.141,0.5,5
343,10000,0.15,0.11784726038773967,0.7856484025849312,10,4.141,0.25,5
344,10000,0.15,0.12649786107571803,0.8433190738381202,10,4.141,0.1,5
345,10000,0.15,0.10702671537930362,0.7135114358620241,10,4.141,0.05,5
346,10000,0.15,0.11337007010067147,0.7558004673378098,10,4.141,0.01,5
347,10000,0.15,0.1128727563915157,0.7524850426101047,10,4.141,0.005,5
348,10000,0.15,0.1046897942700988,0.6979319618006586,10,4.141,0.001,5
349,10000,0.15,0.10243964531600858,0.6829309687733905,10,4.141,0.0,5
350,10000,0.15,0.15985673490989769,1.0657115660659846,5,2.1244,1.0,5
351,10000,0.15,0.1359017893551601,0.9060119290344006,5,2.1244,0.75,5
352,10000,0.15,0.124973331740792,0.8331555449386134,5,2.1244,0.5,5
353,10000,0.15,0.1059656562944212,0.7064377086294747,5,2.1244,0.25,5
354,10000,0.15,0.09713958965152517,0.6475972643435012,5,2.1244,0.1,5
355,10000,0.15,0.10462249625145345,0.6974833083430231,5,2.1244,0.05,5
356,10000,0.15,0.08921471456166526,0.5947647637444351,5,2.1244,0.01,5
357,10000,0.15,0.11599965426946217,0.7733310284630811,5,2.1244,0.005,5
358,10000,0.15,0.11258545379840192,0.7505696919893461,5,2.1244,0.001,5
359,10000,0.15,0.08714301872743101,0.5809534581828734,5,2.1244,0.0,5
360,10000,0.15,0.15641114851659335,1.0427409901106224,100,13.2082,1.0,6
361,10000,0.15,0.14909134953197828,0.9939423302131886,100,13.2082,0.75,6
362,10000,0.15,0.16436675084957864,1.095778338997191,100,13.2082,0.5,6
363,10000,0.15,0.13797303426310867,0.9198202284207245,100,13.2082,0.25,6
364,10000,0.15,0.14132724382752335,0.9421816255168224,100,13.2082,0.1,6
365,10000,0.15,0.12219128894514625,0.8146085929676417,100,13.2082,0.05,6
366,10000,0.15,0.13750311458142814,0.9166874305428543,100,13.2082,0.01,6
367,10000,0.15,0.13026992248263342,0.8684661498842228,100,13.2082,0.005,6
368,10000,0.15,0.13664470115609034,0.9109646743739357,100,13.2082,0.001,6
369,10000,0.15,0.12596248077341865,0.839749871822791,100,13.2082,0.0,6
370,10000,0.15,0.16408469213100052,1.0938979475400035,80,12.363,1.0,6
371,10000,0.15,0.15168719957244864,1.0112479971496577,80,12.363,0.75,6
372,10000,0.15,0.14050312198471132,0.9366874798980755,80,12.363,0.5,6
373,10000,0.15,0.13893349553667175,0.9262233035778117,80,12.363,0.25,6
374,10000,0.15,0.12582797255299297,0.8388531503532864,80,12.363,0.1,6
375,10000,0.15,0.13450822004734778,0.8967214669823186,80,12.363,0.05,6
376,10000,0.15,0.14080435960875565,0.9386957307250376,80,12.363,0.01,6
377,10000,0.15,0.12864101023297614,0.8576067348865076,80,12.363,0.005,6
378,10000,0.15,0.1328432785802497,0.8856218572016646,80,12.363,0.001,6
379,10000,0.15,0.1361596596626945,0.9077310644179634,80,12.363,0.0,6
380,10000,0.15,0.1605629539540459,1.0704196930269727,50,10.6372,1.0,6
381,10000,0.15,0.15522407241101766,1.0348271494067844,50,10.6372,0.75,6
382,10000,0.15,0.15453042498026714,1.030202833201781,50,10.6372,0.5,6
383,10000,0.15,0.14829467635975005,0.988631175731667,50,10.6372,0.25,6
384,10000,0.15,0.1259734809980839,0.8398232066538927,50,10.6372,0.1,6
385,10000,0.15,0.12394152511956281,0.8262768341304187,50,10.6372,0.05,6
386,10000,0.15,0.13159934526728265,0.877328968448551,50,10.6372,0.01,6
387,10000,0.15,0.12663311748374925,0.844220783224995,50,10.6372,0.005,6
388,10000,0.15,0.12113952080900539,0.8075968053933693,50,10.6372,0.001,6
389,10000,0.15,0.12512999426393545,0.8341999617595697,50,10.6372,0.0,6
390,10000,0.15,0.158557352057532,1.05704901371688,30,8.4652,1.0,6
391,10000,0.15,0.14926910194929435,0.9951273463286291,30,8.4652,0.75,6
392,10000,0.15,0.14033924538227693,0.9355949692151796,30,8.4652,0.5,6
393,10000,0.15,0.13231840994033942,0.8821227329355962,30,8.4652,0.25,6
394,10000,0.15,0.11861432268003556,0.7907621512002371,30,8.4652,0.1,6
395,10000,0.15,0.13449372925985836,0.8966248617323891,30,8.4652,0.05,6
396,10000,0.15,0.1282598347371856,0.8550655649145708,30,8.4652,0.01,6
397,10000,0.15,0.12469468456537412,0.8312978971024941,30,8.4652,0.005,6
398,10000,0.15,0.12895708305581574,0.8597138870387716,30,8.4652,0.001,6
399,10000,0.15,0.11600643100831692,0.7733762067221128,30,8.4652,0.0,6
400,10000,0.15,0.15351831179309347,1.0234554119539565,10,4.1292,1.0,6
401,10000,0.15,0.15145557441828775,1.0097038294552516,10,4.1292,0.75,6
402,10000,0.15,0.1391238841311643,0.9274925608744288,10,4.1292,0.5,6
403,10000,0.15,0.1321181348126726,0.8807875654178173,10,4.1292,0.25,6
404,10000,0.15,0.10800158238883116,0.7200105492588744,10,4.1292,0.1,6
405,10000,0.15,0.10360404506428113,0.6906936337618742,10,4.1292,0.05,6
406,10000,0.15,0.08165376294704291,0.5443584196469528,10,4.1292,0.01,6
407,10000,0.15,0.10535048685829682,0.7023365790553121,10,4.1292,0.005,6
408,10000,0.15,0.10675421552104686,0.7116947701403125,10,4.1292,0.001,6
409,10000,0.15,0.10863249565066767,0.7242166376711178,10,4.1292,0.0,6
410,10000,0.15,0.1565383615223916,1.043589076815944,5,2.1366,1.0,6
411,10000,0.15,0.13866910195577467,0.9244606797051645,5,2.1366,0.75,6
412,10000,0.15,0.1259226672424492,0.8394844482829946,5,2.1366,0.5,6
413,10000,0.15,0.10311734109267359,0.687448940617824,5,2.1366,0.25,6
414,10000,0.15,0.1089554790001137,0.726369860000758,5,2.1366,0.1,6
415,10000,0.15,0.12140999164163388,0.8093999442775592,5,2.1366,0.05,6
416,10000,0.15,0.09722697619033614,0.6481798412689076,5,2.1366,0.01,6
417,10000,0.15,0.08986687343507249,0.59911248956715,5,2.1366,0.005,6
418,10000,0.15,0.09358243910570994,0.6238829273713996,5,2.1366,0.001,6
419,10000,0.15,0.09869702732953002,0.6579801821968668,5,2.1366,0.0,6
420,10000,0.15,0.16297794774773153,1.0865196516515436,100,13.0944,1.0,7
421,10000,0.15,0.15755348038458492,1.0503565358972329,100,13.0944,0.75,7
422,10000,0.15,0.15032296352529043,1.0021530901686029,100,13.0944,0.5,7
423,10000,0.15,0.13620315835059799,0.9080210556706533,100,13.0944,0.25,7
424,10000,0.15,0.1385253636261031,0.9235024241740207,100,13.0944,0.1,7
425,10000,0.15,0.1378473399830043,0.918982266553362,100,13.0944,0.05,7
426,10000,0.15,0.1528210407558644,1.0188069383724294,100,13.0944,0.01,7
427,10000,0.15,0.14048477251299452,0.9365651500866301,100,13.0944,0.005,7
428,10000,0.15,0.12628205581990298,0.8418803721326866,100,13.0944,0.001,7
429,10000,0.15,0.13998451803267367,0.9332301202178245,100,13.0944,0.0,7
430,10000,0.15,0.14950476829705645,0.9966984553137097,80,12.4856,1.0,7
431,10000,0.15,0.1487203196593837,0.9914687977292247,80,12.4856,0.75,7
432,10000,0.15,0.14854817262927889,0.9903211508618592,80,12.4856,0.5,7
433,10000,0.15,0.13504642648874904,0.9003095099249936,80,12.4856,0.25,7
434,10000,0.15,0.13689334309059376,0.9126222872706251,80,12.4856,0.1,7
435,10000,0.15,0.13239030392871465,0.882602026191431,80,12.4856,0.05,7
436,10000,0.15,0.14651220445082516,0.9767480296721678,80,12.4856,0.01,7
437,10000,0.15,0.13450669182774488,0.8967112788516326,80,12.4856,0.005,7
438,10000,0.15,0.14108460860822494,0.9405640573881663,80,12.4856,0.001,7
439,10000,0.15,0.14268155678646297,0.9512103785764198,80,12.4856,0.0,7
440,10000,0.15,0.15908388547662503,1.0605592365108336,50,10.5878,1.0,7
441,10000,0.15,0.1594221189805969,1.0628141265373128,50,10.5878,0.75,7
442,10000,0.15,0.1519124764263521,1.0127498428423474,50,10.5878,0.5,7
443,10000,0.15,0.1466167399144998,0.9774449327633321,50,10.5878,0.25,7
444,10000,0.15,0.12535006814546173,0.8356671209697449,50,10.5878,0.1,7
445,10000,0.15,0.12416424598520649,0.8277616399013766,50,10.5878,0.05,7
446,10000,0.15,0.13408644485704574,0.893909632380305,50,10.5878,0.01,7
447,10000,0.15,0.13352337538302123,0.8901558358868082,50,10.5878,0.005,7
448,10000,0.15,0.12392578406757468,0.8261718937838313,50,10.5878,0.001,7
449,10000,0.15,0.12125736708798095,0.8083824472532063,50,10.5878,0.0,7
450,10000,0.15,0.16680592586914897,1.1120395057943264,30,8.4252,1.0,7
451,10000,0.15,0.14362837975377235,0.9575225316918157,30,8.4252,0.75,7
452,10000,0.15,0.143900886870838,0.9593392458055866,30,8.4252,0.5,7
453,10000,0.15,0.1377504054997004,0.9183360366646695,30,8.4252,0.25,7
454,10000,0.15,0.11497466177922315,0.7664977451948211,30,8.4252,0.1,7
455,10000,0.15,0.13880453529780654,0.9253635686520436,30,8.4252,0.05,7
456,10000,0.15,0.12048349599098088,0.8032233066065392,30,8.4252,0.01,7
457,10000,0.15,0.12110154536323271,0.8073436357548848,30,8.4252,0.005,7
458,10000,0.15,0.12120756479693137,0.8080504319795425,30,8.4252,0.001,7
459,10000,0.15,0.12494845612430497,0.8329897074953665,30,8.4252,0.0,7
460,10000,0.15,0.15217929927102755,1.0145286618068503,10,4.1098,1.0,7
461,10000,0.15,0.16052972552359324,1.0701981701572882,10,4.1098,0.75,7
462,10000,0.15,0.13602457890234576,0.9068305260156384,10,4.1098,0.5,7
463,10000,0.15,0.11335221972367053,0.7556814648244702,10,4.1098,0.25,7
464,10000,0.15,0.10341893504368081,0.6894595669578721,10,4.1098,0.1,7
465,10000,0.15,0.10622475559626501,0.7081650373084335,10,4.1098,0.05,7
466,10000,0.15,0.11017979025801948,0.7345319350534633,10,4.1098,0.01,7
467,10000,0.15,0.09392931250832146,0.6261954167221431,10,4.1098,0.005,7
468,10000,0.15,0.09221609665334074,0.6147739776889383,10,4.1098,0.001,7
469,10000,0.15,0.09951116614718124,0.6634077743145416,10,4.1098,0.0,7
470,10000,0.15,0.1512781399457407,1.0085209329716047,5,2.1298,1.0,7
471,10000,0.15,0.14651585564308914,0.9767723709539277,5,2.1298,0.75,7
472,10000,0.15,0.11249423407206235,0.7499615604804157,5,2.1298,0.5,7
473,10000,0.15,0.09322341034452493,0.6214894022968329,5,2.1298,0.25,7
474,10000,0.15,0.10023583923099491,0.6682389282066328,5,2.1298,0.1,7
475,10000,0.15,0.08374938285654614,0.558329219043641,5,2.1298,0.05,7
476,10000,0.15,0.09730754811749605,0.6487169874499736,5,2.1298,0.01,7
477,10000,0.15,0.08435846057645688,0.5623897371763792,5,2.1298,0.005,7
478,10000,0.15,0.09269992954875914,0.6179995303250609,5,2.1298,0.001,7
479,10000,0.15,0.10465859477002784,0.697723965133519,5,2.1298,0.0,7
480,10000,0.15,0.1632637618778201,1.0884250791854675,100,13.0304,1.0,8
481,10000,0.15,0.1617028252370953,1.0780188349139688,100,13.0304,0.75,8
482,10000,0.15,0.14367156787780044,0.9578104525186697,100,13.0304,0.5,8
483,10000,0.15,0.1660059728862695,1.1067064859084634,100,13.0304,0.25,8
484,10000,0.15,0.14881557861688743,0.9921038574459162,100,13.0304,0.1,8
485,10000,0.15,0.1375164556665345,0.91677637111023,100,13.0304,0.05,8
486,10000,0.15,0.13864190194546452,0.9242793463030968,100,13.0304,0.01,8
487,10000,0.15,0.13779859210743045,0.918657280716203,100,13.0304,0.005,8
488,10000,0.15,0.12354087443512386,0.8236058295674924,100,13.0304,0.001,8
489,10000,0.15,0.12976114865901914,0.865074324393461,100,13.0304,0.0,8
490,10000,0.15,0.15839949251963575,1.0559966167975718,80,12.2264,1.0,8
491,10000,0.15,0.16263465405532937,1.084231027035529,80,12.2264,0.75,8
492,10000,0.15,0.14651957643849714,0.9767971762566476,80,12.2264,0.5,8
493,10000,0.15,0.1482848729866058,0.9885658199107055,80,12.2264,0.25,8
494,10000,0.15,0.13317222583018695,0.887814838867913,80,12.2264,0.1,8
495,10000,0.15,0.14292678134414644,0.9528452089609762,80,12.2264,0.05,8
496,10000,0.15,0.13622753571488286,0.9081835714325525,80,12.2264,0.01,8
497,10000,0.15,0.1267924647021786,0.845283098014524,80,12.2264,0.005,8
498,10000,0.15,0.1378602750395026,0.9190685002633507,80,12.2264,0.001,8
499,10000,0.15,0.1322053250451779,0.8813688336345193,80,12.2264,0.0,8
500,10000,0.15,0.15151197873857586,1.0100798582571724,50,10.5934,1.0,8
501,10000,0.15,0.15412140146057676,1.0274760097371785,50,10.5934,0.75,8
502,10000,0.15,0.1426586077281733,0.9510573848544887,50,10.5934,0.5,8
503,10000,0.15,0.13835032384674015,0.9223354923116011,50,10.5934,0.25,8
504,10000,0.15,0.12634247027596238,0.8422831351730825,50,10.5934,0.1,8
505,10000,0.15,0.137557841135133,0.9170522742342201,50,10.5934,0.05,8
506,10000,0.15,0.13112879526443966,0.8741919684295978,50,10.5934,0.01,8
507,10000,0.15,0.1342318769332764,0.894879179555176,50,10.5934,0.005,8
508,10000,0.15,0.12727876731941137,0.8485251154627426,50,10.5934,0.001,8
509,10000,0.15,0.1373123257628347,0.9154155050855647,50,10.5934,0.0,8
510,10000,0.15,0.15602004566384417,1.0401336377589612,30,8.5356,1.0,8
511,10000,0.15,0.14366890808331537,0.9577927205554359,30,8.5356,0.75,8
512,10000,0.15,0.13995633088401077,0.9330422058934051,30,8.5356,0.5,8
513,10000,0.15,0.1354878425517415,0.9032522836782768,30,8.5356,0.25,8
514,10000,0.15,0.12893577920386232,0.8595718613590821,30,8.5356,0.1,8
515,10000,0.15,0.1258969121780968,0.8393127478539786,30,8.5356,0.05,8
516,10000,0.15,0.1188943390431066,0.7926289269540441,30,8.5356,0.01,8
517,10000,0.15,0.10937153224076314,0.7291435482717543,30,8.5356,0.005,8
518,10000,0.15,0.11008984699488034,0.7339323132992023,30,8.5356,0.001,8
519,10000,0.15,0.12708433009838085,0.8472288673225391,30,8.5356,0.0,8
520,10000,0.15,0.1602099198529324,1.0680661323528826,10,4.1404,1.0,8
521,10000,0.15,0.14806898285524075,0.9871265523682717,10,4.1404,0.75,8
522,10000,0.15,0.1342741589094648,0.8951610593964321,10,4.1404,0.5,8
523,10000,0.15,0.10594823478565862,0.7063215652377242,10,4.1404,0.25,8
524,10000,0.15,0.10243629204050024,0.682908613603335,10,4.1404,0.1,8
525,10000,0.15,0.10176432911634595,0.6784288607756397,10,4.1404,0.05,8
526,10000,0.15,0.10148536025276433,0.6765690683517622,10,4.1404,0.01,8
527,10000,0.15,0.09375139541297943,0.6250093027531962,10,4.1404,0.005,8
528,10000,0.15,0.09785123393981184,0.6523415595987456,10,4.1404,0.001,8
529,10000,0.15,0.09992782154162011,0.6661854769441341,10,4.1404,0.0,8
530,10000,0.15,0.1560990371530942,1.0406602476872948,5,2.1452,1.0,8
531,10000,0.15,0.1397893964093301,0.9319293093955341,5,2.1452,0.75,8
532,10000,0.15,0.11973883341623477,0.7982588894415652,5,2.1452,0.5,8
533,10000,0.15,0.10264345979390872,0.6842897319593915,5,2.1452,0.25,8
534,10000,0.15,0.085214260965464,0.5680950731030934,5,2.1452,0.1,8
535,10000,0.15,0.07008807810425964,0.46725385402839764,5,2.1452,0.05,8
536,10000,0.15,0.06988215563289649,0.46588103755264326,5,2.1452,0.01,8
537,10000,0.15,0.08598770223124497,0.5732513482082998,5,2.1452,0.005,8
538,10000,0.15,0.074512487235917,0.4967499149061133,5,2.1452,0.001,8
539,10000,0.15,0.10628690704878327,0.7085793803252218,5,2.1452,0.0,8
540,10000,0.15,0.16236742284668731,1.082449485644582,100,13.085,1.0,9
541,10000,0.15,0.158389214352401,1.0559280956826733,100,13.085,0.75,9
542,10000,0.15,0.15530567922677163,1.0353711948451443,100,13.085,0.5,9
543,10000,0.15,0.14471915195286006,0.9647943463524005,100,13.085,0.25,9
544,10000,0.15,0.16043624133957002,1.0695749422638001,100,13.085,0.1,9
545,10000,0.15,0.14122349700779674,0.9414899800519783,100,13.085,0.05,9
546,10000,0.15,0.1385331453766201,0.9235543025108006,100,13.085,0.01,9
547,10000,0.15,0.13082288241384263,0.8721525494256176,100,13.085,0.005,9
548,10000,0.15,0.13257889284474497,0.8838592856316332,100,13.085,0.001,9
549,10000,0.15,0.13979156253722708,0.9319437502481805,100,13.085,0.0,9
550,10000,0.15,0.15737383098579635,1.0491588732386423,80,12.2814,1.0,9
551,10000,0.15,0.15058040431045328,1.0038693620696886,80,12.2814,0.75,9
552,10000,0.15,0.14987201630988095,0.9991467753992064,80,12.2814,0.5,9
553,10000,0.15,0.1436952819036159,0.9579685460241061,80,12.2814,0.25,9
554,10000,0.15,0.14194719930724525,0.9463146620483017,80,12.2814,0.1,9
555,10000,0.15,0.1384444010678407,0.9229626737856047,80,12.2814,0.05,9
556,10000,0.15,0.12559138400130654,0.8372758933420437,80,12.2814,0.01,9
557,10000,0.15,0.13623037158141424,0.9082024772094283,80,12.2814,0.005,9
558,10000,0.15,0.12843814897070654,0.856254326471377,80,12.2814,0.001,9
559,10000,0.15,0.14166436443622551,0.9444290962415035,80,12.2814,0.0,9
560,10000,0.15,0.1614003538280091,1.076002358853394,50,10.4536,1.0,9
561,10000,0.15,0.1453195845614005,0.9687972304093367,50,10.4536,0.75,9
562,10000,0.15,0.13679189001764053,0.9119459334509369,50,10.4536,0.5,9
563,10000,0.15,0.14640139277255496,0.9760092851503664,50,10.4536,0.25,9
564,10000,0.15,0.13657730762165576,0.9105153841443718,50,10.4536,0.1,9
565,10000,0.15,0.13920567894894062,0.9280378596596042,50,10.4536,0.05,9
566,10000,0.15,0.13197793481254658,0.8798528987503106,50,10.4536,0.01,9
567,10000,0.15,0.13867818066769236,0.9245212044512824,50,10.4536,0.005,9
568,10000,0.15,0.12803395011350366,0.8535596674233578,50,10.4536,0.001,9
569,10000,0.15,0.13137562096456773,0.8758374730971182,50,10.4536,0.0,9
570,10000,0.15,0.1654809444370277,1.1032062962468514,30,8.463,1.0,9
571,10000,0.15,0.1497402181127225,0.9982681207514834,30,8.463,0.75,9
572,10000,0.15,0.14042968471287648,0.9361978980858432,30,8.463,0.5,9
573,10000,0.15,0.12111880041767181,0.8074586694511454,30,8.463,0.25,9
574,10000,0.15,0.13347164438624198,0.8898109625749466,30,8.463,0.1,9
575,10000,0.15,0.11227348548576219,0.7484899032384146,30,8.463,0.05,9
576,10000,0.15,0.1283978206027938,0.8559854706852921,30,8.463,0.01,9
577,10000,0.15,0.11440781779004473,0.7627187852669649,30,8.463,0.005,9
578,10000,0.15,0.12599827104248798,0.8399884736165866,30,8.463,0.001,9
579,10000,0.15,0.12208466536271621,0.8138977690847747,30,8.463,0.0,9
580,10000,0.15,0.15959268417987257,1.0639512278658172,10,4.2042,1.0,9
581,10000,0.15,0.14508484495414214,0.967232299694281,10,4.2042,0.75,9
582,10000,0.15,0.13918672492752232,0.9279114995168155,10,4.2042,0.5,9
583,10000,0.15,0.11036697671210789,0.735779844747386,10,4.2042,0.25,9
584,10000,0.15,0.10197635799876766,0.6798423866584511,10,4.2042,0.1,9
585,10000,0.15,0.10804384595800735,0.7202923063867157,10,4.2042,0.05,9
586,10000,0.15,0.11112206687111449,0.7408137791407633,10,4.2042,0.01,9
587,10000,0.15,0.09542870693393517,0.6361913795595678,10,4.2042,0.005,9
588,10000,0.15,0.09492340377467948,0.6328226918311965,10,4.2042,0.001,9
589,10000,0.15,0.0936924130285219,0.6246160868568127,10,4.2042,0.0,9
590,10000,0.15,0.147262805845353,0.9817520389690201,5,2.1492,1.0,9
591,10000,0.15,0.1415551748356756,0.9437011655711707,5,2.1492,0.75,9
592,10000,0.15,0.1290633226950494,0.8604221513003293,5,2.1492,0.5,9
593,10000,0.15,0.08900635621030052,0.5933757080686701,5,2.1492,0.25,9
594,10000,0.15,0.08292212900935804,0.5528141933957202,5,2.1492,0.1,9
595,10000,0.15,0.11851643796005536,0.7901095864003691,5,2.1492,0.05,9
596,10000,0.15,0.10602957210647211,0.7068638140431475,5,2.1492,0.01,9
597,10000,0.15,0.09748647133104761,0.6499098088736508,5,2.1492,0.005,9
598,10000,0.15,0.09806813782235982,0.6537875854823988,5,2.1492,0.001,9
599,10000,0.15,0.07902076482892377,0.5268050988594918,5,2.1492,0.0,9
